"","subject","rt","correct","condition"
"7853",10,0.3841,2,2
"7854",10,0.3241,2,3
"7855",10,0.3867,1,1
"7856",10,0.3596,2,3
"7857",10,0.334,2,1
"7858",10,0.4154,1,1
"7859",10,0.5312,2,3
"7860",10,0.4919,1,1
"7861",10,0.3262,2,1
"7862",10,0.4098,1,2
"7863",10,0.277,2,1
"7864",10,0.3135,1,3
"7865",10,0.342,2,3
"7866",10,0.323,2,2
"7867",10,0.3464,1,2
"7868",10,0.3914,2,1
"7869",10,0.3846,1,1
"7870",10,0.3721,2,1
"7871",10,0.2863,1,3
"7872",10,0.6355,2,2
"7873",10,0.3604,2,3
"7874",10,0.4453,2,3
"7875",10,0.3624,2,3
"7876",10,0.4938,1,3
"7877",10,0.7561,2,2
"7878",10,0.5281,2,1
"7879",10,0.4436,2,2
"7880",10,0.4923,2,3
"7881",10,0.4423,2,3
"7882",10,0.3781,1,1
"7883",10,0.3901,2,1
"7884",10,0.5445,2,1
"7885",10,0.5293,2,3
"7886",10,0.2582,1,3
"7887",10,0.5108,1,2
"7888",10,0.3966,2,2
"7889",10,0.4307,2,1
"7890",10,0.4371,2,3
"7891",10,0.3209,1,3
"7892",10,0.3562,2,2
"7893",10,0.4795,1,2
"7894",10,0.3719,2,3
"7895",10,0.3029,2,3
"7896",10,0.328,1,3
"7897",10,0.3486,2,3
"7898",10,0.3403,2,2
"7899",10,0.3683,2,2
"7900",10,0.3054,2,3
"7901",10,0.2973,1,3
"7902",10,0.265,1,3
"7903",10,0.3175,1,3
"7904",10,0.3527,1,1
"7905",10,0.4355,1,1
"7906",10,0.612,2,3
"7907",10,0.4412,2,2
"7908",10,0.396,2,2
"7909",10,0.339,2,1
"7910",10,0.4751,2,2
"7911",10,0.4212,2,1
"7912",10,0.3454,2,1
"7913",10,0.4643,2,2
"7914",10,0.4311,2,2
"7915",10,0.3942,1,2
"7916",10,0.317,2,1
"7917",10,0.3267,2,1
"7918",10,0.3146,2,3
"7919",10,0.4023,2,2
"7920",10,0.3205,2,1
"7921",10,0.4572,2,2
"7922",10,0.3784,2,2
"7923",10,0.2772,2,3
"7924",10,0.3991,2,3
"7925",10,0.3812,2,1
"7926",10,0.3649,2,1
"7927",10,0.3393,1,3
"7928",10,0.3703,2,2
"7929",10,0.4093,1,1
"7930",10,0.3899,2,2
"7931",10,0.351,2,3
"7932",10,0.4645,2,2
"7933",10,0.3575,2,3
"7934",10,0.3033,2,3
"7935",10,0.3812,2,3
"7936",10,0.507,2,2
"7937",10,0.4017,2,1
"7938",10,0.3498,2,1
"7939",10,0.3829,1,1
"7940",10,0.5139,2,3
"7941",10,0.4077,1,3
"7942",10,0.4309,2,1
"7943",10,0.4397,2,1
"7944",10,0.3407,1,1
"7945",10,0.4063,1,3
"7946",10,0.4268,2,2
"7947",10,0.4756,1,2
"7948",10,0.4302,1,1
"7949",10,0.6543,2,1
"7950",10,0.4134,2,2
"7951",10,0.3377,1,3
"7952",10,0.4435,1,1
"7953",10,0.4428,2,3
"7954",10,0.5038,2,1
"7955",10,0.4181,2,2
"7956",10,0.4372,2,2
"7957",10,0.4331,1,2
"7958",10,0.6306,2,1
"7959",10,0.3733,1,3
"7960",10,0.3608,2,1
"7961",10,0.6094,2,1
"7962",10,0.3742,2,3
"7963",10,0.4352,2,1
"7964",10,0.3504,2,2
"7965",10,0.3778,2,2
"7966",10,0.3503,2,2
"7967",10,0.3493,2,3
"7968",10,0.8575,2,1
"7969",10,0.5034,2,3
"7970",10,0.577,2,1
"7971",10,0.3941,2,2
"7972",10,0.4192,2,2
"7973",10,1.0156,2,2
"7974",10,0.4403,1,3
"7975",10,0.3988,2,3
"7976",10,0.4604,1,3
"7977",10,0.3842,2,1
"7978",10,0.3383,1,3
"7979",10,0.3838,2,3
"7980",10,0.3913,2,1
"7981",10,0.3034,2,1
"7982",10,0.3804,1,1
"7983",10,0.3637,2,2
"7984",10,0.4508,1,1
"7985",10,0.3151,2,3
"7986",10,0.4738,2,2
"7987",10,0.5177,1,1
"7988",10,0.528,2,2
"7989",10,0.3681,1,1
"7990",10,0.3928,2,3
"7991",10,0.3262,2,3
"7992",10,0.3825,2,1
"7993",10,0.5769,2,2
"7994",10,0.338,2,3
"7995",10,0.4227,2,2
"7996",10,0.5667,1,2
"7997",10,0.4978,1,2
"7998",10,0.5345,1,2
"7999",10,0.5437,2,1
"8000",10,0.4663,2,3
"8001",10,0.594,1,2
"8002",10,0.5631,2,3
"8003",10,0.5474,2,1
"8004",10,0.3403,2,1
"8005",10,0.4664,2,2
"8006",10,0.4428,2,2
"8007",10,0.4783,2,3
"8008",10,0.6528,2,1
"8009",10,0.4857,2,2
"8010",10,0.4,2,1
"8011",10,0.4224,2,1
"8012",10,0.3746,2,1
"8013",10,0.372,1,2
"8014",10,0.3883,2,3
"8015",10,0.4842,2,1
"8016",10,0.4839,1,3
"8017",10,0.3855,2,3
"8018",10,0.493,2,2
"8019",10,0.4185,1,2
"8020",10,0.3716,1,3
"8021",10,0.4306,1,1
"8022",10,0.5777,2,1
"8023",10,0.5016,2,2
"8024",10,1.0614,2,1
"8025",10,0.5959,2,1
"8026",10,0.5327,1,3
"8027",10,0.469,1,2
"8028",10,0.4609,1,3
"8029",10,0.3905,2,1
"8030",10,0.4192,1,3
"8031",10,0.2881,1,3
"8032",10,0.478,2,2
"8033",10,0.3564,2,3
"8034",10,0.3809,2,2
"8035",10,0.3464,1,2
"8036",10,0.3899,2,3
"8037",10,0.3609,2,2
"8038",10,0.4179,2,3
"8039",10,0.3365,1,3
"8040",10,0.3415,2,1
"8041",10,0.4521,2,2
"8042",10,0.3364,2,1
"8043",10,0.3527,2,2
"8044",10,0.3608,1,1
"8045",10,0.4726,2,1
"8046",10,0.2929,1,3
"8047",10,0.3313,1,3
"8048",10,0.3359,2,1
"8049",10,0.3242,1,3
"8050",10,0.3546,2,3
"8051",10,0.2929,2,3
"8052",10,0.4681,2,2
"8053",10,0.4808,2,1
"8054",10,0.3442,2,2
"8055",10,0.3917,2,2
"8056",10,0.4408,2,1
"8057",10,0.45,1,1
"8058",10,0.4758,2,1
"8059",10,0.4214,2,2
"8060",10,0.3861,2,3
"8061",10,0.4622,1,3
"8062",10,0.4655,1,2
"8063",10,0.4421,1,1
"8064",10,0.4678,1,3
"8065",10,0.5033,2,3
"8066",10,0.4316,1,1
"8067",10,0.5551,2,2
"8068",10,0.3196,2,3
"8069",10,0.4828,2,2
"8070",10,0.4133,2,2
"8071",10,0.416,2,1
"8072",10,0.3314,2,3
"8073",10,0.4054,2,1
"8074",10,0.3796,2,1
"8075",10,0.3307,2,3
"8076",10,0.3638,2,2
"8077",10,0.3771,2,1
"8078",10,0.439,2,3
"8079",10,0.4742,1,3
"8080",10,0.3633,2,1
"8081",10,0.409,2,3
"8082",10,0.3829,2,1
"8083",10,0.4946,2,2
"8084",10,0.4287,2,3
"8085",10,0.3044,2,3
"8086",10,0.6372,1,1
"8087",10,0.3113,1,3
"8088",10,0.3444,2,3
"8089",10,1.1684,1,2
"8090",10,0.3442,2,3
"8091",10,0.3977,1,3
"8092",10,0.4791,2,1
"8093",10,0.6101,1,2
"8094",10,0.4475,2,3
"8095",10,0.4507,2,1
"8096",10,0.3824,2,1
"8097",10,0.2865,1,3
"8098",10,0.4055,2,1
"8099",10,0.3718,2,1
"8100",10,0.3455,2,1
"8101",10,0.3024,2,1
"8102",10,0.3985,1,2
"8103",10,0.3393,1,3
"8104",10,0.403,2,2
"8105",10,0.4677,1,1
"8106",10,0.5184,2,1
"8107",10,0.4823,1,3
"8108",10,0.8607,2,1
"8109",10,0.3895,1,3
"8110",10,0.3666,1,3
"8111",10,0.4469,2,2
"8112",10,0.4564,1,3
"8113",10,0.4377,1,1
"8114",10,0.4501,1,1
"8115",10,0.5318,2,1
"8116",10,0.4322,2,1
"8117",10,0.3742,1,1
"8118",10,0.4466,2,2
"8119",10,0.3616,2,3
"8120",10,0.3723,2,2
"8121",10,0.4176,2,1
"8122",10,0.3464,2,1
"8123",10,0.6754,1,1
"8124",10,0.4286,2,3
"8125",10,0.4282,1,2
"8126",10,0.3648,2,3
"8127",10,0.3515,2,3
"8128",10,0.259,1,3
"8129",10,0.3288,2,3
"8130",10,0.3879,2,1
"8131",10,0.415,2,2
"8132",10,0.4009,2,1
"8133",10,0.3119,1,3
"8134",10,0.3652,1,1
"8135",10,0.3505,1,3
"8136",10,0.3839,2,1
"8137",10,0.383,2,3
"8138",10,0.5439,2,2
"8139",10,0.349,2,2
"8140",10,0.4416,2,1
"8141",10,0.3668,2,1
"8142",10,0.4857,1,1
"8143",10,0.3714,1,3
"8144",10,0.7503,2,1
"8145",10,0.3494,2,1
"8146",10,0.3194,2,3
"8147",10,0.363,1,1
"8148",10,0.4204,2,1
"8149",10,0.324,2,1
"8150",10,0.447,2,2
"8151",10,0.4719,2,3
"8152",10,0.3183,2,1
"8153",10,0.5244,2,1
"8154",10,0.389,2,3
"8155",10,0.3498,2,3
"8156",10,0.468,2,3
"8157",10,0.3994,2,1
"8158",10,0.3918,2,2
"8159",10,0.3266,1,3
"8160",10,0.4368,2,3
"8161",10,0.4177,2,1
"8162",10,0.3041,1,3
"8163",10,0.332,2,1
"8164",10,0.7453,2,2
"8165",10,0.4638,2,2
"8166",10,0.3975,2,2
"8167",10,0.5158,1,1
"8168",10,0.4999,2,1
"8169",10,0.5637,2,1
"8170",10,0.4848,2,2
"8171",10,0.6091,2,1
"8172",10,0.4153,2,3
"8173",10,0.3884,1,1
"8174",10,0.4376,2,1
"8175",10,0.5554,2,1
"8176",10,0.3414,2,2
"8177",10,0.3921,2,1
"8178",10,0.3043,1,3
"8179",10,0.4301,2,1
"8180",10,0.3605,2,1
"8181",10,0.4138,1,3
"8182",10,0.4542,2,1
"8183",10,0.382,2,3
"8184",10,0.5306,2,2
"8185",10,0.3932,2,2
"8186",10,0.3339,2,2
"8187",10,0.4796,1,3
"8188",10,0.3901,1,1
"8189",10,0.4246,2,3
"8190",10,0.4171,2,1
"8191",10,0.4531,2,1
"8192",10,0.4666,1,2
"8193",10,0.5389,2,2
"8194",10,0.4568,2,3
"8195",10,0.4481,2,2
"8196",10,0.5717,1,2
"8197",10,0.5854,2,1
"8198",10,0.5629,2,1
"8199",10,0.4229,2,2
"8200",10,0.6048,2,1
"8201",10,0.4804,2,1
"8202",10,0.4895,2,1
"8203",10,0.385,2,1
"8204",10,0.3732,2,1
"8205",10,0.425,1,3
"8206",10,0.3846,2,2
"8207",10,0.4907,2,2
"8208",10,0.5328,1,2
"8209",10,0.436,2,1
"8210",10,0.4004,2,1
"8211",10,0.3682,2,3
"8212",10,0.3556,2,1
"8213",10,0.4444,2,3
"8214",10,0.5108,1,3
"8215",10,0.5308,2,1
"8216",10,0.4128,2,2
"8217",10,0.3774,2,3
"8218",10,0.4156,2,1
"8219",10,0.5552,2,1
"8220",10,0.4362,2,1
"8221",10,0.5555,2,1
"8222",10,0.5082,2,2
"8223",10,0.3966,2,2
"8224",10,0.393,2,2
"8225",10,0.3347,2,3
"8226",10,0.3157,1,3
"8227",10,0.3647,2,1
"8228",10,0.2985,2,1
"8229",10,0.6362,1,1
"8230",10,0.3621,1,3
"8231",10,0.4413,2,1
"8232",10,0.41,2,1
"8233",10,0.6227,2,2
"8234",10,0.4713,1,1
"8235",10,0.2817,1,3
"8236",10,0.3505,2,1
"8237",10,0.3304,2,3
"8238",10,0.4037,2,2
"8239",10,0.4725,2,3
"8240",10,0.4142,2,3
"8241",10,0.441,1,2
"8242",10,0.3417,2,1
"8243",10,0.3112,2,3
"8244",10,0.4051,2,1
"8245",10,0.4686,2,2
"8246",10,0.4232,2,1
"8247",10,0.3908,1,3
"8248",10,0.3592,2,1
"8249",10,0.547,2,1
"8250",10,0.5425,1,3
"8251",10,0.4288,2,1
"8252",10,0.4782,2,1
"8253",10,0.4261,2,1
"8254",10,0.4764,2,2
"8255",10,0.2806,1,3
"8256",10,0.3898,1,3
"8257",10,0.4758,2,1
"8258",10,0.311,1,3
"8259",10,0.8934,1,2
"8260",10,0.3561,2,2
"8261",10,0.5625,1,1
"8262",10,0.3341,2,2
"8263",10,0.579,2,2
"8264",10,0.5513,2,1
"8265",10,0.3642,1,3
"8266",10,0.3746,2,2
"8267",10,0.4981,2,2
"8268",10,0.328,1,3
"8269",10,0.3197,1,3
"8270",10,0.4157,2,3
"8271",10,0.7515,2,1
"8272",10,0.6165,2,1
"8273",10,0.3272,1,3
"8274",10,0.3832,2,1
"8275",10,0.4655,2,2
"8276",10,0.4424,1,1
"8277",10,0.7078,2,2
"8278",10,0.3756,2,2
"8279",10,0.3735,2,3
"8280",10,0.3205,2,3
"8281",10,0.4059,1,1
"8282",10,0.4469,1,2
"8283",10,0.7142,2,2
"8284",10,0.4852,2,2
"8285",10,0.3941,1,3
"8286",10,0.4713,1,1
"8287",10,0.4884,2,1
"8288",10,0.4036,1,2
"8289",10,0.8034,2,2
"8290",10,0.4489,2,2
"8291",10,0.5128,2,3
"8292",10,0.3335,2,1
"8293",10,0.4411,2,2
"8294",10,0.3627,2,1
"8295",10,0.5062,2,1
"8296",10,0.3696,1,1
"8297",10,0.5059,2,1
"8298",10,0.4232,2,1
"8299",10,0.8307,1,1
"8300",10,0.5526,1,3
"8301",10,0.4128,2,2
"8302",10,0.4172,2,1
"8303",10,0.3671,2,1
"8304",10,0.4378,2,2
"8305",10,0.6007,1,1
"8306",10,0.7177,1,3
"8307",10,0.5546,2,3
"8308",10,0.3728,1,3
"8309",10,0.4125,2,3
"8310",10,0.4064,2,2
"8311",10,0.5099,1,2
"8312",10,0.2795,1,3
"8313",10,0.4538,2,1
"8314",10,0.4466,2,3
"8315",10,0.4125,1,3
"8316",10,0.5442,2,1
"8317",10,0.5096,1,1
"8318",10,0.327,2,1
"8319",10,0.2871,1,3
"8320",10,0.3181,2,3
"8321",10,0.4087,2,1
"8322",10,0.508,2,2
"8323",10,0.4276,1,2
"8324",10,0.3856,1,3
"8325",10,0.3798,2,3
"8326",10,0.4195,2,1
"8327",10,0.4164,1,3
"8328",10,0.5101,1,1
"8329",10,0.543,2,1
"8330",10,0.4206,2,1
"8331",10,0.3946,2,1
"8332",10,0.451,1,2
"8333",10,0.4408,2,3
"8334",10,0.3482,2,2
"8335",10,0.4744,2,2
"8336",10,0.382,2,1
"8337",10,0.4067,1,2
"8338",10,0.4733,2,3
"8339",10,0.3509,1,3
"8340",10,0.8605,2,1
"8341",10,0.3432,1,1
"8342",10,0.6281,1,1
"8343",10,0.4224,2,2
"8344",10,0.296,1,3
"8345",10,0.6075,2,2
"8346",10,0.4989,2,1
"8347",10,0.3982,2,3
"8348",10,0.461,1,2
"8349",10,0.3683,2,1
"8350",10,0.4415,2,2
"8351",10,0.4631,2,1
"8352",10,0.2908,1,3
"8353",10,0.4357,2,1
"8354",10,0.5155,2,1
"8355",10,0.3565,2,3
"8356",10,0.5715,2,1
"8357",10,0.3458,2,3
"8358",10,0.3682,2,1
"8359",10,0.4108,1,1
"8360",10,0.3974,1,2
"8361",10,0.4016,2,1
"8362",10,0.4447,2,1
"8363",10,0.3912,2,1
"8364",10,0.4576,2,1
"8365",10,0.6052,2,2
"8366",10,0.2778,1,3
"8367",10,0.3552,2,3
"8368",10,0.3299,2,3
"8369",10,0.4206,2,2
"8370",10,0.3469,2,1
"8371",10,0.4759,2,2
"8372",10,0.3469,1,2
"8373",10,0.4269,2,2
"8374",10,0.2796,1,3
"8375",10,0.4467,1,1
"8376",10,0.402,1,3
"8377",10,0.3466,2,1
"8378",10,0.4148,2,1
"8379",10,0.4124,2,1
"8380",10,0.3228,2,3
"8381",10,0.4362,2,2
"8382",10,0.8278,2,3
"8383",10,0.3141,2,3
"8384",10,0.3954,2,2
"8385",10,0.3816,2,1
"8386",10,0.4573,2,3
"8387",10,0.3721,2,2
"8388",10,0.3573,2,3
"8389",10,0.4682,1,2
"8390",10,0.3036,2,3
"8391",10,0.4393,2,2
"8392",10,0.4014,1,2
"8393",10,0.4437,2,2
"8394",10,0.4049,1,2
"8395",10,0.4985,1,2
"8396",10,0.782,2,2
"8397",10,0.4391,2,2
"8398",10,0.4016,2,2
"8399",10,0.2918,1,3
"8400",10,0.3063,2,3
"8401",10,0.4003,2,1
"8402",10,1.1005,2,2
"8403",10,0.4349,2,3
"8404",10,0.4344,1,3
"8405",10,0.3104,2,3
"8406",10,0.3157,2,3
"8407",10,0.3881,1,3
"8408",10,0.4112,2,1
"8409",10,0.3924,2,2
"8410",10,0.8399,2,2
"8411",10,0.3095,2,3
"8412",10,0.339,2,3
"8413",10,0.495,2,1
"8414",10,0.4315,2,1
"8415",10,0.3438,2,3
"8416",10,0.3,2,1
"8417",10,0.3781,2,1
"8418",10,0.3975,2,1
"8419",10,0.3671,1,1
"8420",10,0.4555,2,1
"8421",10,0.4806,1,1
"8422",10,0.3247,2,3
"8423",10,0.4227,2,3
"8424",10,0.2999,2,3
"8425",10,0.3903,1,1
"8426",11,0.4067,2,1
"8427",11,0.3728,2,1
"8428",11,0.4271,2,2
"8429",11,0.389,2,2
"8430",11,0.325,2,3
"8431",11,0.4186,2,2
"8432",11,0.4583,2,1
"8433",11,0.4088,2,1
"8434",11,0.3665,2,1
"8435",11,0.3529,2,2
"8436",11,0.3728,2,3
"8437",11,0.3317,2,1
"8438",11,0.4154,2,1
"8439",11,0.3601,2,1
"8440",11,0.3339,2,2
"8441",11,0.4069,2,3
"8442",11,0.345,2,3
"8443",11,0.3416,2,1
"8444",11,0.356,2,3
"8445",11,0.2896,2,3
"8446",11,0.3828,2,1
"8447",11,0.3761,2,3
"8448",11,0.3239,2,1
"8449",11,0.3258,2,3
"8450",11,0.4469,2,2
"8451",11,0.4073,2,2
"8452",11,0.2661,2,3
"8453",11,0.7413,2,1
"8454",11,0.2719,2,3
"8455",11,0.2798,1,3
"8456",11,0.3613,2,3
"8457",11,0.5431,2,2
"8458",11,0.3578,2,2
"8459",11,0.451,2,1
"8460",11,0.4183,2,2
"8461",11,0.4543,2,2
"8462",11,0.316,2,3
"8463",11,0.3896,2,3
"8464",11,0.3964,2,3
"8465",11,0.38,2,3
"8466",11,0.3348,2,1
"8467",11,0.4199,2,2
"8468",11,0.3469,2,3
"8469",11,0.4389,2,2
"8470",11,0.4138,2,2
"8471",11,0.4427,2,3
"8472",11,0.3652,2,1
"8473",11,0.4965,2,3
"8474",11,0.3004,2,3
"8475",11,0.3423,2,3
"8476",11,0.2772,2,3
"8477",11,0.3279,2,3
"8478",11,0.3816,2,2
"8479",11,0.3649,2,2
"8480",11,0.345,2,3
"8481",11,0.4138,2,2
"8482",11,0.3453,2,3
"8483",11,0.4304,2,3
"8484",11,0.3494,2,3
"8485",11,0.3872,2,2
"8486",11,0.46,2,2
"8487",11,0.4169,2,3
"8488",11,0.3742,2,3
"8489",11,0.3764,2,2
"8490",11,0.3605,2,2
"8491",11,0.3016,2,2
"8492",11,0.2874,2,3
"8493",11,0.301,2,3
"8494",11,0.3764,2,1
"8495",11,0.3923,2,2
"8496",11,0.4018,2,2
"8497",11,0.3878,2,3
"8498",11,0.4228,2,2
"8499",11,0.3872,2,2
"8500",11,0.3786,2,1
"8501",11,0.2725,2,3
"8502",11,0.2958,2,1
"8503",11,0.4505,2,1
"8504",11,0.3624,2,1
"8505",11,0.4126,2,2
"8506",11,0.3029,2,2
"8507",11,0.3865,2,2
"8508",11,0.3967,2,1
"8509",11,0.363,2,1
"8510",11,0.2888,1,1
"8511",11,0.42,2,3
"8512",11,0.3977,2,1
"8513",11,0.3469,2,1
"8514",11,0.3584,2,3
"8515",11,0.4431,2,2
"8516",11,0.3915,2,3
"8517",11,0.3902,2,2
"8518",11,0.4034,2,1
"8519",11,0.3417,2,3
"8520",11,0.4104,2,1
"8521",11,0.3533,2,1
"8522",11,0.4304,2,3
"8523",11,0.3265,2,3
"8524",11,0.2654,1,3
"8525",11,0.4126,2,2
"8526",11,0.4414,2,2
"8527",11,0.4002,2,3
"8528",11,0.3403,2,3
"8529",11,0.3528,2,2
"8530",11,0.329,2,1
"8531",11,0.4061,2,1
"8532",11,0.3168,2,3
"8533",11,0.3775,2,3
"8534",11,0.2803,1,3
"8535",11,0.3374,2,3
"8536",11,0.3283,2,1
"8537",11,0.5083,2,2
"8538",11,0.4178,2,1
"8539",11,0.4072,2,3
"8540",11,0.3693,2,2
"8541",11,0.3826,2,1
"8542",11,0.2889,2,1
"8543",11,0.3662,2,1
"8544",11,0.2819,2,3
"8545",11,0.425,2,1
"8546",11,0.5932,2,2
"8547",11,0.3828,2,1
"8548",11,0.4082,2,2
"8549",11,0.4193,2,3
"8550",11,0.3859,2,2
"8551",11,0.3596,2,1
"8552",11,0.3914,2,1
"8553",11,0.3539,2,3
"8554",11,0.2892,2,3
"8555",11,0.3524,2,2
"8556",11,0.2541,2,3
"8557",11,0.2793,2,2
"8558",11,0.3309,2,2
"8559",11,0.4112,2,2
"8560",11,0.3984,2,3
"8561",11,0.409,2,2
"8562",11,0.358,2,3
"8563",11,0.2973,2,1
"8564",11,0.3793,2,2
"8565",11,0.3694,2,2
"8566",11,0.3409,2,1
"8567",11,0.3855,2,3
"8568",11,0.3417,2,1
"8569",11,0.3746,2,1
"8570",11,0.3907,2,3
"8571",11,0.3054,1,1
"8572",11,0.3896,2,2
"8573",11,0.3556,2,3
"8574",11,0.3306,2,1
"8575",11,0.4479,2,1
"8576",11,0.3285,2,2
"8577",11,0.3307,2,3
"8578",11,0.2826,2,3
"8579",11,0.3688,2,1
"8580",11,0.3092,2,3
"8581",11,0.3113,2,2
"8582",11,0.3707,2,2
"8583",11,0.3407,2,3
"8584",11,0.3402,1,1
"8585",11,0.3551,2,2
"8586",11,0.3481,2,1
"8587",11,0.3696,2,2
"8588",11,0.4048,2,3
"8589",11,0.3623,2,2
"8590",11,0.376,2,1
"8591",11,0.3319,2,1
"8592",11,0.3445,2,3
"8593",11,0.3024,2,2
"8594",11,0.405,2,2
"8595",11,0.4524,2,2
"8596",11,0.396,2,2
"8597",11,0.431,2,1
"8598",11,0.3546,2,1
"8599",11,0.3972,2,2
"8600",11,0.3978,2,2
"8601",11,0.4006,2,1
"8602",11,0.3547,2,3
"8603",11,0.4038,2,3
"8604",11,0.3717,2,1
"8605",11,0.3248,2,3
"8606",11,0.3608,2,2
"8607",11,0.4478,2,1
"8608",11,0.5653,2,2
"8609",11,0.4108,1,1
"8610",11,0.3824,2,3
"8611",11,0.3644,2,3
"8612",11,0.4304,2,2
"8613",11,0.4073,2,1
"8614",11,0.3549,2,2
"8615",11,0.4544,2,2
"8616",11,0.3396,2,3
"8617",11,0.3659,2,2
"8618",11,0.3304,2,3
"8619",11,0.444,2,1
"8620",11,0.3307,2,1
"8621",11,0.3599,2,1
"8622",11,0.4687,2,1
"8623",11,0.3259,1,1
"8624",11,0.4977,2,3
"8625",11,0.4067,2,1
"8626",11,0.4188,2,1
"8627",11,0.351,2,3
"8628",11,0.3509,2,2
"8629",11,0.4196,2,1
"8630",11,0.3747,2,2
"8631",11,0.3303,2,3
"8632",11,0.3353,2,2
"8633",11,0.3251,2,3
"8634",11,0.3373,2,3
"8635",11,0.3709,2,2
"8636",11,0.3368,2,3
"8637",11,0.3462,2,1
"8638",11,0.4093,2,3
"8639",11,0.2959,2,2
"8640",11,0.3182,1,3
"8641",11,0.3953,2,3
"8642",11,0.4061,2,1
"8643",11,0.4099,2,1
"8644",11,0.368,2,3
"8645",11,0.3597,2,2
"8646",11,0.3561,2,3
"8647",11,0.5291,2,2
"8648",11,0.4714,2,2
"8649",11,0.3942,2,1
"8650",11,0.4172,2,2
"8651",11,0.3889,2,1
"8652",11,0.3597,2,1
"8653",11,0.4067,2,1
"8654",11,0.3756,2,1
"8655",11,0.3355,2,3
"8656",11,0.4325,2,1
"8657",11,0.4168,2,2
"8658",11,0.3236,2,1
"8659",11,0.3295,2,2
"8660",11,0.3391,1,1
"8661",11,0.3982,2,2
"8662",11,0.4121,2,1
"8663",11,0.349,2,3
"8664",11,0.2844,2,3
"8665",11,0.4078,2,1
"8666",11,0.3267,2,3
"8667",11,0.298,1,3
"8668",11,0.3597,2,1
"8669",11,0.3667,2,2
"8670",11,0.3553,2,2
"8671",11,0.3701,2,3
"8672",11,0.4011,2,1
"8673",11,0.3311,2,1
"8674",11,0.3323,2,1
"8675",11,0.3675,2,3
"8676",11,0.2743,2,3
"8677",11,0.3952,2,1
"8678",11,0.3143,2,3
"8679",11,0.3509,2,1
"8680",11,0.3662,2,3
"8681",11,0.3864,2,2
"8682",11,0.2967,2,3
"8683",11,0.4082,2,3
"8684",11,0.3344,2,2
"8685",11,0.359,2,3
"8686",11,0.2821,1,3
"8687",11,0.3374,2,1
"8688",11,0.4046,2,1
"8689",11,0.3959,2,1
"8690",11,0.3938,2,2
"8691",11,0.3856,2,1
"8692",11,0.3925,2,3
"8693",11,0.3265,2,1
"8694",11,0.3965,2,2
"8695",11,0.2831,2,2
"8696",11,0.261,2,3
"8697",11,0.3538,2,2
"8698",11,0.4658,1,2
"8699",11,0.3437,1,3
"8700",11,0.3973,2,2
"8701",11,0.3386,2,3
"8702",11,0.3767,2,1
"8703",11,0.398,2,1
"8704",11,0.3768,2,1
"8705",11,0.339,2,3
"8706",11,0.3848,2,1
"8707",11,0.4333,2,2
"8708",11,0.2905,2,3
"8709",11,0.3742,2,3
"8710",11,0.3497,2,2
"8711",11,0.4458,2,1
"8712",11,0.4478,2,1
"8713",11,0.3967,2,2
"8714",11,0.4459,2,1
"8715",11,0.3884,2,1
"8716",11,0.3777,2,1
"8717",11,0.3908,2,1
"8718",11,0.392,2,1
"8719",11,0.3732,2,3
"8720",11,0.3573,2,3
"8721",11,0.4048,2,2
"8722",11,0.3407,2,1
"8723",11,0.3964,2,3
"8724",11,0.3892,2,2
"8725",11,0.3446,2,1
"8726",11,0.3446,2,3
"8727",11,0.3269,2,3
"8728",11,0.3552,2,2
"8729",11,0.4401,2,1
"8730",11,0.3035,2,3
"8731",11,0.3154,2,3
"8732",11,0.4232,2,3
"8733",11,0.3718,2,2
"8734",11,0.3791,2,2
"8735",11,0.4006,2,2
"8736",11,0.3178,2,2
"8737",11,0.3231,1,2
"8738",11,0.4033,2,2
"8739",11,0.3751,2,2
"8740",11,0.3565,2,2
"8741",11,0.3901,2,2
"8742",11,0.4308,2,2
"8743",11,0.3445,2,1
"8744",11,0.359,2,3
"8745",11,0.3343,2,1
"8746",11,0.3618,2,3
"8747",11,0.3244,2,3
"8748",11,0.4086,1,1
"8749",11,0.3723,2,1
"8750",11,0.32,1,2
"8751",11,0.3659,2,3
"8752",11,0.3879,2,1
"8753",11,0.4027,2,2
"8754",11,0.6514,2,1
"8755",11,0.4293,2,1
"8756",11,0.414,2,3
"8757",11,0.3918,2,2
"8758",11,0.4429,2,2
"8759",11,0.4939,2,1
"8760",11,0.3556,2,3
"8761",11,0.311,2,3
"8762",11,0.342,2,2
"8763",11,0.4146,2,1
"8764",11,0.4348,2,3
"8765",11,0.3763,2,2
"8766",11,0.3234,2,2
"8767",11,0.3961,2,2
"8768",11,0.401,2,2
"8769",11,0.4083,2,1
"8770",11,0.3398,2,2
"8771",11,0.4305,2,1
"8772",11,0.3881,2,2
"8773",11,0.466,2,2
"8774",11,0.3506,2,2
"8775",11,0.2845,2,3
"8776",11,0.3175,2,2
"8777",11,0.4177,2,1
"8778",11,0.3941,2,1
"8779",11,0.3539,2,1
"8780",11,0.3954,2,2
"8781",11,0.4571,2,1
"8782",11,0.3807,2,2
"8783",11,0.3458,2,1
"8784",11,0.3659,2,3
"8785",11,0.3451,1,3
"8786",11,0.4094,2,1
"8787",11,0.3153,2,3
"8788",11,0.3451,2,2
"8789",11,0.3119,2,3
"8790",11,0.3636,2,3
